fighter_name,Height,Weight,Reach,Stance,DOB
Pietro Menga,"5' 7""",125 lbs.,"68""",Southpaw,"Feb 15, 1988"
Piotr Hallmann,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1987"
Poliana Botelho,"5' 8""",115 lbs.,"67""",Orthodox,"Dec 15, 1988"
Polo Reyes,"5' 11""",155 lbs.,"71""",,"Nov 07, 1984"
Polyana Viana,"5' 5""",115 lbs.,"67""",Orthodox,"Jun 14, 1992"
Poppies Martinez,"5' 9""",145 lbs.,,,"Aug 19, 1983"
Priscila Cachoeira,"5' 7""",125 lbs.,"65""",Orthodox,"Aug 19, 1988"
Pro Escobedo,,205 lbs.,,,
Punahele Soriano,"5' 11""",185 lbs.,"72""",Southpaw,"Nov 22, 1992"
Quinn Mulhern,"6' 3""",155 lbs.,"76""",Orthodox,"Sep 20, 1984"
RJ Clifford,,160 lbs.,,,
Rachael Ostovich,"5' 3""",125 lbs.,"62""",Orthodox,"Feb 25, 1991"
Rafael Carino,"6' 8""",245 lbs.,,Orthodox,
Rafael Carvalho,"6' 3""",185 lbs.,,,"Jul 27, 1986"
Rafael Dias,"5' 9""",145 lbs.,,Orthodox,"Oct 20, 1979"
Rafael Dos Anjos,"5' 8""",170 lbs.,"70""",Southpaw,"Oct 26, 1984"
Rafael Feijao,"6' 1""",205 lbs.,"73""",Orthodox,"Apr 14, 1980"
Rafael Fiziev,"5' 8""",155 lbs.,"71""",Switch,"Mar 05, 1993"
Rafael Freitas,,205 lbs.,,Orthodox,
Rafael Natal,"6' 0""",185 lbs.,"76""",Orthodox,"Dec 25, 1982"
Rafael Rebello,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 16, 1980"
Rafael Rios,,150 lbs.,,,
Rafael Silva,"5' 7""",135 lbs.,,,"Mar 20, 1985"
Rafaello Oliveira,"5' 8""",155 lbs.,"71""",Orthodox,"Jan 26, 1982"
Rainy Martinez,"6' 0""",199 lbs.,,Orthodox,
Raja Shippen,"5' 6""",145 lbs.,,,"Oct 07, 1986"
Ralek Gracie,"6' 2""",210 lbs.,,Orthodox,"Oct 04, 1985"
Ralph Dillon,"6' 2""",205 lbs.,,Orthodox,
Ralph Gracie,"5' 9""",183 lbs.,,Orthodox,
Ramazan Emeev,"5' 10""",170 lbs.,"76""",Southpaw,"May 23, 1987"
Ramazan Kuramagomedov,"6' 0""",170 lbs.,,,
Rameau Thierry Sokoudjou,"5' 10""",205 lbs.,"78""",Orthodox,"Apr 18, 1984"
Ramiz Brahimaj,"5' 10""",170 lbs.,"73""",Orthodox,"Nov 17, 1992"
Rampage Jackson,"6' 1""",205 lbs.,"73""",Orthodox,"Jun 20, 1978"
Ramsey Nijem,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 01, 1988"
Randa Markos,"5' 4""",115 lbs.,"63""",Orthodox,"Aug 10, 1985"
Randall Wallace,"5' 11""",185 lbs.,"73""",Orthodox,"Mar 01, 1989"
Randy Brown,"6' 3""",170 lbs.,"78""",Orthodox,"Jul 08, 1990"
Randy Costa,"5' 9""",135 lbs.,"73""",Switch,"Jul 06, 1994"
Randy Couture,"6' 1""",205 lbs.,"75""",Orthodox,"Jun 22, 1963"
Rani Yahya,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 12, 1984"
Raoni Barcelos,"5' 7""",135 lbs.,"67""",Orthodox,"May 01, 1987"
Raou Raou,"5' 8""",195 lbs.,,Orthodox,
Raphael Assuncao,"5' 5""",135 lbs.,"66""",Orthodox,"Jul 19, 1982"
Raphael Butler,"6' 3""",261 lbs.,,,"Jan 04, 1984"
Raphael Pessoa,"6' 4""",247 lbs.,,,"Mar 09, 1989"
Raquel Pa'aluhi,"5' 7""",135 lbs.,,,
Raquel Pennington,"5' 7""",135 lbs.,"67""",Orthodox,"Sep 05, 1988"
Rashad Coulter,"5' 11""",205 lbs.,"76""",Orthodox,"Nov 27, 1981"
Rashad Evans,"6' 0""",205 lbs.,"75""",Orthodox,"Sep 25, 1979"
Rashard Lovelace,,155 lbs.,,,
Rashid Magomedov,"5' 9""",155 lbs.,"70""",Orthodox,"Nov 29, 1984"
Raul Castillo,"5' 11""",185 lbs.,,Orthodox,
Raul Sandoval,,130 lbs.,,,
Raulian Paiva,"5' 8""",125 lbs.,"69""",Orthodox,"Oct 17, 1995"
Ray Borg,"5' 4""",135 lbs.,"63""",Orthodox,"Aug 04, 1993"
Ray Perales,"5' 10""",170 lbs.,,Orthodox,
Ray Routh,"5' 8""",185 lbs.,,Orthodox,
Ray Sefo,"6' 0""",240 lbs.,,Orthodox,"Feb 15, 1971"
Ray Seraille,"6' 3""",246 lbs.,,,
Ray Sloan,"6' 1""",205 lbs.,,,"Jul 14, 1985"
Ray Steinbeiss,"5' 11""",170 lbs.,,Orthodox,"Sep 12, 1979"
Ray Wizard,,,,,
Raymond Daniels,"6' 2""",185 lbs.,,Southpaw,
Razak Al-Hassan,"6' 2""",205 lbs.,,Orthodox,"May 14, 1982"
Reese Andy,"6' 0""",205 lbs.,,Orthodox,"Mar 31, 1973"
Reginaldo Vieira,"5' 7""",135 lbs.,"65""",,"Nov 26, 1982"
Remco Pardoel,"6' 3""",260 lbs.,,Southpaw,
Remo Cardarelli,,135 lbs.,,,
Renan Barao,"5' 6""",135 lbs.,"70""",Orthodox,"Jan 31, 1987"
Renato Moicano,"5' 11""",145 lbs.,"72""",Orthodox,"May 21, 1989"
Renato Sobral,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 07, 1975"
Renato Verissimo,"6' 1""",170 lbs.,,Orthodox,"Aug 03, 1973"
Rene Kronvold,"5' 8""",170 lbs.,,Orthodox,
Renee Forte,"5' 7""",155 lbs.,"71""",Orthodox,"Mar 27, 1987"
Renzo Gracie,"5' 10""",185 lbs.,,Orthodox,"Mar 11, 1967"
Reuben Duran,"5' 7""",135 lbs.,"69""",Orthodox,"Jul 02, 1983"
Rex Holman,"6' 3""",205 lbs.,,Southpaw,
Rex Richards,"6' 5""",265 lbs.,,,
Reynaldo Trujillo,"5' 9""",155 lbs.,,,"Jan 01, 1982"
Reza Madadi,"5' 11""",155 lbs.,"72""",Orthodox,"Jun 20, 1978"
Reza Nasri,"5' 11""",205 lbs.,,Orthodox,
Rhadi Ferguson,"5' 7""",205 lbs.,,,
Ricardo Abreu,"5' 11""",185 lbs.,"73""",Orthodox,"Apr 27, 1984"
Ricardo Almeida,"6' 0""",170 lbs.,"74""",Orthodox,"Nov 29, 1976"
Ricardo Arona,"5' 11""",205 lbs.,,Orthodox,"Jul 17, 1978"
Ricardo Barros,"6' 1""",205 lbs.,,,"Mar 22, 1976"
Ricardo Funch,"5' 10""",170 lbs.,"76""",Southpaw,"Aug 14, 1980"
Ricardo Lamas,"5' 8""",145 lbs.,"71""",Orthodox,"May 21, 1982"
Ricardo Morais,"6' 8""",270 lbs.,,Orthodox,"Feb 26, 1967"
Ricardo Palacios,"5' 6""",145 lbs.,,Orthodox,"Jul 05, 1987"
Ricardo Prasel,"6' 9""",242 lbs.,,,"Jun 02, 1990"
Ricardo Ramos,"5' 9""",135 lbs.,"72""",Orthodox,"Aug 01, 1995"
Ricardo Romero,"6' 0""",205 lbs.,"76""",Orthodox,"Apr 15, 1978"
Ricco Rodriguez,"6' 4""",265 lbs.,,Orthodox,"Aug 19, 1977"
Rich Attonito,"5' 10""",170 lbs.,"72""",Orthodox,"Jun 16, 1977"
Rich Bouphanouvong,"5' 7""",170 lbs.,,,
Rich Clementi,"5' 9""",155 lbs.,"72""",Southpaw,"Mar 31, 1976"
Rich Franklin,"6' 1""",185 lbs.,"75""",Southpaw,"Oct 05, 1974"
Richard Crunkilton,"5' 7""",155 lbs.,,Orthodox,"Nov 25, 1979"
Richard Dalton,"6' 1""",205 lbs.,,Orthodox,
Richard Odoms,"6' 5""",265 lbs.,"82""",Orthodox,"May 08, 1975"
Richard Walsh,"6' 0""",170 lbs.,"73""",,"Dec 01, 1988"
Richardson Moreira,"6' 2""",185 lbs.,"72""",Orthodox,"Mar 31, 1984"
Richie Hightower,"5' 8""",170 lbs.,,Orthodox,"Nov 26, 1974"
Richie Santiago,"5' 7""",135 lbs.,"67""",Southpaw,"Oct 10, 1992"
Richie Smullen,"5' 9""",155 lbs.,"68""",Orthodox,"Aug 17, 1991"
Richie Vaculik,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 19, 1983"
Rick Davis,"5' 9""",155 lbs.,,Orthodox,
Rick Glenn,"6' 0""",145 lbs.,"70""",Southpaw,"Apr 12, 1989"
Rick Roufus,"6' 0""",207 lbs.,,Southpaw,
Rick Story,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984"
Rickson Gracie,"5' 10""",185 lbs.,,Switch,"Nov 20, 1958"
Ricky Johnson,"5' 8""",145 lbs.,,Orthodox,
Ricky Legere Jr.,"5' 8""",170 lbs.,,,
Ricky Rainey,"6' 1""",170 lbs.,"77""",Switch,"Jun 29, 1983"
Ricky Simon,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 31, 1992"
Ricky Turcios,"5' 9""",135 lbs.,"71""",Orthodox,"Jun 05, 1993"
Rico Altamirano,"5' 10""",170 lbs.,,,
Rico DiSciullo,"5' 8""",135 lbs.,"71""",Orthodox,"Oct 12, 1986"
Rico Farrington,"6' 4""",170 lbs.,,,"Jun 19, 1989"
Riki Fukuda,"6' 0""",185 lbs.,"73""",Southpaw,"Jan 06, 1981"
Rilley Dutro,"5' 8""",125 lbs.,"70""",Orthodox,"Sep 03, 1987"
Rin Nakai,"5' 1""",135 lbs.,"60""",Orthodox,"Oct 22, 1986"
Roan Carneiro,"5' 11""",170 lbs.,"74""",Orthodox,"Jun 02, 1978"
Rob Broughton,"6' 2""",265 lbs.,"74""",,"Mar 03, 1983"
Rob Emerson,"5' 9""",155 lbs.,"70""",Orthodox,"Jul 30, 1981"
Rob Font,"5' 8""",135 lbs.,"71""",Orthodox,"Jun 25, 1987"
Rob Kimmons,"5' 10""",185 lbs.,"73""",Orthodox,"Jan 30, 1981"
Rob MacDonald,"6' 3""",205 lbs.,"78""",Orthodox,"Sep 05, 1978"
Rob McCullough,"5' 9""",155 lbs.,"69""",Orthodox,"May 26, 1977"
Rob Sinclair,"5' 8""",155 lbs.,,,"Feb 20, 1980"
Rob Whiteford,"5' 9""",145 lbs.,"69""",Southpaw,"Apr 12, 1983"
Rob Wilkinson,"6' 3""",185 lbs.,"80""",Orthodox,"Feb 22, 1992"
Rob Yundt,"6' 1""",185 lbs.,,Orthodox,"May 05, 1980"
Robbie Lawler,"5' 11""",170 lbs.,"74""",Southpaw,"Mar 20, 1982"
Robert Breslin,"5' 11""",155 lbs.,,,
Robert Densley,"5' 9""",155 lbs.,,,
Robert Drysdale,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 05, 1981"
Robert Lucarelli,"6' 2""",245 lbs.,,,
Robert Peralta,"5' 8""",145 lbs.,"71""",Orthodox,"Mar 14, 1986"
Robert Whittaker,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 20, 1990"
Roberta Rovel,"5' 8""",145 lbs.,,,
Roberto Sanchez,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 05, 1986"
Roberto Traven,"6' 3""",227 lbs.,,Orthodox,"Sep 16, 1968"
Rocky Lee,"5' 9""",145 lbs.,"68""",Orthodox,"Apr 08, 1987"
Rocky Long,,145 lbs.,,,"Feb 18, 1978"
Rodney Faverus,"6' 0""",215 lbs.,,Southpaw,
Rodney Wallace,"5' 9""",205 lbs.,"72""",Switch,"Nov 21, 1981"
Rodolfo Marques Diniz,"5' 6""",135 lbs.,,,"Jan 23, 1984"
Rodolfo Rubio,"5' 5""",145 lbs.,"66""",Orthodox,"Jan 29, 1987"
Rodrigo Damm,"5' 7""",155 lbs.,"71""",Orthodox,"Feb 03, 1980"
Rodrigo Gracie,"6' 0""",183 lbs.,,Orthodox,"Apr 11, 1975"
Rodrigo Gripp de Sousa,"5' 11""",205 lbs.,,Orthodox,
Rodrigo Nascimento,"6' 3""",246 lbs.,,,"Nov 26, 1992"
Rodrigo Ruas,"5' 10""",185 lbs.,,Orthodox,"Oct 06, 1977"
Rodrigo de Lima,"5' 7""",155 lbs.,"75""",Orthodox,"Mar 12, 1991"
Roger Bowling,"5' 9""",155 lbs.,"68""",Orthodox,"Dec 05, 1982"
Roger Carroll,"5' 10""",170 lbs.,,,
Roger Gracie,"6' 4""",185 lbs.,"79""",Orthodox,"Sep 26, 1981"
Roger Hollett,"5' 11""",205 lbs.,"70""",Orthodox,"Oct 08, 1978"
Roger Huerta,"5' 9""",155 lbs.,"70""",Orthodox,"May 20, 1983"
Roger Narvaez,"6' 3""",185 lbs.,"79""",Southpaw,"Sep 09, 1983"
Roger Zapata,"5' 11""",170 lbs.,"74""",Southpaw,"May 09, 1986"
Rogerio Bontorin,"5' 6""",125 lbs.,"67""",Orthodox,"Apr 25, 1992"
Rogerio Nogueira,"6' 2""",205 lbs.,"75""",Southpaw,"Jun 02, 1976"
Roland Delorme,"5' 9""",135 lbs.,"71""",Orthodox,"Dec 18, 1983"
Roland Payne,"5' 9""",205 lbs.,,Orthodox,
Rolando Delgado,"6' 3""",155 lbs.,"77""",Orthodox,"Nov 22, 1981"
Rolando Dy,"5' 8""",145 lbs.,"69""",Orthodox,"Aug 11, 1990"
Rolando Perez,"5' 8""",135 lbs.,,Orthodox,
Roldan Sangcha-an,"5' 4""",125 lbs.,"65""",Orthodox,"Dec 04, 1990"
Rolles Gracie,"6' 4""",242 lbs.,,Orthodox,"Jul 14, 1978"
Roman Dolidze,"6' 3""",205 lbs.,,,"Jul 15, 1988"
Roman Kopylov,"6' 0""",185 lbs.,,,"May 04, 1991"
Roman Mitichyan,"5' 10""",170 lbs.,,Orthodox,"Sep 04, 1978"
Roman Salazar,"5' 7""",135 lbs.,"67""",Orthodox,"Feb 21, 1988"
Roman Zentsov,"6' 1""",230 lbs.,,Orthodox,"Sep 10, 1973"
Romie Aram,"5' 10""",170 lbs.,,Orthodox,"Dec 02, 1977"
Ron Faircloth,"5' 9""",205 lbs.,,Orthodox,"Aug 16, 1979"
Ron Fields,"6' 2""",200 lbs.,,Orthodox,"Nov 18, 1974"
Ron Henderson,"5' 10""",125 lbs.,,,
Ron Keslar,,185 lbs.,,,
Ron Sparks,"6' 5""",265 lbs.,,,
Ron Stallings,"6' 2""",170 lbs.,"75""",Southpaw,"Jan 25, 1983"
Ron Waterman,"6' 2""",280 lbs.,,Orthodox,"Nov 23, 1965"
Ron van Clief,"5' 10""",190 lbs.,,Orthodox,"Jan 25, 1943"
Ronald Carillo,,125 lbs.,,,
Ronald Jhun,"5' 11""",170 lbs.,,Orthodox,"Sep 21, 1970"
Ronaldo Candido,"5' 6""",125 lbs.,,Southpaw,"Apr 24, 1989"
Ronda Rousey,"5' 7""",135 lbs.,"68""",Orthodox,"Feb 01, 1987"
Ronny Markes,"6' 1""",185 lbs.,"75""",Orthodox,"Apr 21, 1988"
Rony Jason,"5' 7""",145 lbs.,"70""",Orthodox,"Mar 21, 1984"
Rony Sefo,"5' 9""",225 lbs.,,Orthodox,
Ronys Torres,"5' 7""",155 lbs.,,Orthodox,"Aug 13, 1975"
Roosevelt Roberts,"6' 2""",155 lbs.,"73""",Orthodox,"Feb 11, 1994"
Rory MacDonald,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 22, 1989"
Rory Markham,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 25, 1982"
Rory Singer,"6' 2""",185 lbs.,"77""",Orthodox,"May 28, 1976"
Rose Namajunas,"5' 5""",115 lbs.,"65""",Orthodox,"Jun 29, 1992"
Roshaun Jones,"5' 8""",135 lbs.,,,
Rosi Sexton,"5' 3""",135 lbs.,"63""",Orthodox,"Jul 16, 1977"
Ross Ebanez,"5' 9""",154 lbs.,,Southpaw,"May 18, 1975"
Ross Pearson,"5' 8""",155 lbs.,"69""",Orthodox,"Sep 26, 1984"
Ross Pointon,"5' 8""",170 lbs.,,Orthodox,"Feb 18, 1980"
Rostem Akman,"5' 10""",170 lbs.,"72""",Switch,"Dec 19, 1991"
Rousimar Palhares,"5' 8""",170 lbs.,"71""",Orthodox,"Feb 26, 1980"
Roxanne Modafferi,"5' 7""",125 lbs.,"69""",,"Sep 24, 1982"
Roy Boughton,"6' 0""",205 lbs.,,,
Roy Jones,,205 lbs.,,,"Oct 26, 1983"
Roy Nelson,"6' 0""",263 lbs.,"72""",Orthodox,"Jun 20, 1976"
Royce Alger,"5' 10""",199 lbs.,,Orthodox,
Royce Gracie,"6' 1""",175 lbs.,,Southpaw,"Dec 12, 1966"
Royler Gracie,"5' 8""",150 lbs.,,Southpaw,"Dec 06, 1965"
Royston Wee,"5' 7""",135 lbs.,"67""",Orthodox,"Nov 15, 1986"
Ruan Potts,"6' 2""",247 lbs.,"75""",Orthodox,"Feb 23, 1978"
Ruben Villareal,"6' 4""",265 lbs.,,Orthodox,"May 01, 1970"
Rubens Xavier,"6' 3""",220 lbs.,,Orthodox,
Rubin Williams,"6' 1""",185 lbs.,,Orthodox,"Apr 09, 1976"
Rudy Bears,"5' 11""",170 lbs.,,Southpaw,
Rudyard Moncayo,"5' 10""",195 lbs.,,Orthodox,
Rulon Gardner,"6' 3""",265 lbs.,,Orthodox,"Aug 16, 1971"
Ruslan Magomedov,"6' 3""",242 lbs.,"78""",Orthodox,"Nov 26, 1986"
Russell Doane,"5' 7""",135 lbs.,"70""",Orthodox,"Aug 13, 1986"
Russell Patrick,"5' 9""",145 lbs.,,,
Rustam Khabilov,"5' 8""",155 lbs.,"73""",Orthodox,"Nov 04, 1986"
Ryan Bader,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 07, 1983"
Ryan Bastianelli,"5' 5""",135 lbs.,,,
Ryan Benoit,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 25, 1989"
Ryan Couture,"5' 10""",155 lbs.,"75""",Orthodox,"Aug 27, 1982"
Ryan Diaz,,145 lbs.,,,
Ryan Gracie,"5' 9""",200 lbs.,,Orthodox,"Aug 14, 1974"
Ryan Hall,"5' 10""",155 lbs.,"71""",,"Feb 22, 1985"
Ryan Hayes,,,,,
Ryan Healy,"6' 1""",155 lbs.,,Orthodox,"Jul 20, 1983"
Ryan Janes,"6' 3""",185 lbs.,"76""",Orthodox,"Aug 22, 1981"
Ryan Jensen,"6' 1""",185 lbs.,"76""",Orthodox,"Sep 20, 1977"
Ryan Jimmo,"6' 1""",205 lbs.,"73""",Orthodox,"Nov 27, 1981"
Ryan Keenan,"5' 10""",170 lbs.,,,"Jun 15, 1985"
Ryan LaFlare,"6' 1""",170 lbs.,"74""",Southpaw,"Oct 01, 1983"
Ryan Larson,,170 lbs.,,,"Dec 30, 1980"
Ryan MacDonald,"5' 11""",135 lbs.,"71""",Switch,"Mar 18, 1993"
Ryan Madigan,"6' 0""",170 lbs.,,Orthodox,
Ryan McGillivray,"5' 11""",170 lbs.,,,"Sep 27, 1986"
Ryan McGivern,"6' 0""",185 lbs.,,Orthodox,"Jan 17, 1980"
Ryan Parker,"6' 3""",235 lbs.,,Southpaw,
Ryan Quinn,"5' 8""",145 lbs.,,,
Ryan Roberts,"5' 6""",155 lbs.,,Orthodox,"Jul 16, 1978"
Ryan Spann,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991"
Ryan Stonitsch,"5' 9""",170 lbs.,,Southpaw,"Feb 03, 1977"
Ryan Thomas,"6' 0""",170 lbs.,,Orthodox,"Nov 05, 1984"
Ryan Tobar,,155 lbs.,,,
Ryo Chonan,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 08, 1976"
Ryo Kawamura,"5' 11""",205 lbs.,,Orthodox,"Jun 29, 1981"
Ryuichi Murata,"5' 8""",183 lbs.,,Orthodox,
Ryuki Ueyama,"5' 11""",180 lbs.,,Southpaw,"Apr 17, 1976"
Ryuta Sakurai,"5' 7""",183 lbs.,,Orthodox,
Saad Awad,"5' 11""",155 lbs.,,,"Jun 07, 1983"
Sabah Homasi,"6' 0""",170 lbs.,"72""",Orthodox,"Oct 19, 1988"
Sabina Mazo,"5' 7""",125 lbs.,"70""",Orthodox,"Mar 25, 1997"
Saeed Hosseini,,,,,
Sage Northcutt,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 01, 1996"
Sai Wang,"6' 0""",170 lbs.,"72""",Southpaw,"Jan 14, 1986"
Said Nurmagomedov,"5' 8""",135 lbs.,"70""",Orthodox,"Apr 05, 1992"
Sako Chivitchian,"5' 11""",155 lbs.,,,"Mar 11, 1984"
Salim Touahri,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 28, 1989"
Salvador Becerra,"5' 9""",155 lbs.,,,
Salvador Woods,"5' 11""",170 lbs.,,,"Feb 05, 1985"
Sam Adkins,"6' 3""",225 lbs.,,Orthodox,"Apr 26, 1965"
Sam Alvey,"6' 2""",205 lbs.,"75""",Southpaw,"May 06, 1986"
Sam Fulton,,,,,
Sam Greco,"6' 2""",205 lbs.,,Orthodox,"May 03, 1967"
Sam Hoger,"6' 2""",205 lbs.,,Orthodox,"Jun 28, 1980"
Sam Liera,,,,,
Sam Oropeza,"6' 2""",170 lbs.,,,
Sam Sicilia,"5' 8""",145 lbs.,"67""",Orthodox,"Feb 01, 1986"
Sam Spengler,"5' 11""",185 lbs.,,Orthodox,
Sam Stout,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984"
Sam Watford,,155 lbs.,,,
Sammy Morgan,"5' 10""",170 lbs.,,Orthodox,"Sep 28, 1981"
Samy Schiavo,"5' 8""",155 lbs.,,Orthodox,"Dec 24, 1975"
Sanae Kikuta,"5' 9""",200 lbs.,,Orthodox,"Sep 10, 1971"
Santiago Ponzinibbio,"6' 0""",170 lbs.,"73""",Orthodox,"Sep 26, 1986"
Saparbeg Safarov,"6' 1""",205 lbs.,"78""",Orthodox,"Oct 14, 1986"
Sara McMann,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 24, 1980"
Sarah D'alelio,"5' 7""",145 lbs.,,,"Dec 13, 1980"
Sarah Frota,"5' 6""",115 lbs.,"69""",Southpaw,"Apr 14, 1987"
Sarah Kaufman,"5' 5""",135 lbs.,"67""",Orthodox,"Sep 20, 1985"
Sarah Moras,"5' 7""",135 lbs.,"67""",,"Apr 30, 1988"
Sarah Payant,"5' 4""",115 lbs.,,,
Satoru Kitaoka,"5' 6""",154 lbs.,,,"Feb 04, 1980"
Satoshi Honma,"6' 1""",205 lbs.,,Orthodox,"May 19, 1968"
Satoshi Ishii,"5' 11""",240 lbs.,,Orthodox,"Dec 19, 1986"
Saul Elizondo,"5' 7""",135 lbs.,,,"Jul 17, 1985"
Scott Adams,"6' 0""",225 lbs.,,Southpaw,
Scott Askham,"6' 3""",185 lbs.,"75""",Southpaw,"May 20, 1988"
Scott Baker,"6' 0""",210 lbs.,,,
Scott Bessac,"6' 4""",245 lbs.,,,
Scott Bills,"5' 10""",170 lbs.,,,
Scott Carson,"6' 2""",215 lbs.,,,
Scott Ettling,,135 lbs.,,,
Scott Ferrozzo,"5' 11""",323 lbs.,,Orthodox,"Apr 26, 1965"
Scott Fiedler,"6' 4""",235 lbs.,,Orthodox,
Scott Graham,"6' 4""",185 lbs.,,Orthodox,
Scott Harper,"6' 0""",185 lbs.,,Orthodox,"Apr 14, 1972"
Scott Holtzman,"5' 9""",155 lbs.,"69""",Orthodox,"Sep 30, 1983"
Scott Jorgensen,"5' 5""",135 lbs.,"66""",Orthodox,"Sep 17, 1982"
Scott Junk,"6' 1""",265 lbs.,,Orthodox,"Dec 17, 1978"
Scott Lighty,"6' 2""",205 lbs.,,,"Oct 15, 1978"
Scott McAfee,"5' 8""",155 lbs.,,Orthodox,"Aug 23, 1983"
Scott McDonald,,,,,
Scott Morris,"5' 10""",210 lbs.,,Orthodox,
Scott Norton,"5' 10""",170 lbs.,,Orthodox,"Mar 15, 1973"
Scott Shaffer,"5' 7""",145 lbs.,,Orthodox,
Scott Smith,"6' 0""",185 lbs.,"70""",Orthodox,"May 21, 1979"
Scott Ventimiglia,"5' 11""",185 lbs.,,,"Nov 17, 1972"
Sean Alvarez,"6' 0""",235 lbs.,,Orthodox,"Jul 14, 1971"
Sean Bassett,,155 lbs.,,,
Sean Brady,"5' 9""",170 lbs.,,,"Nov 23, 1992"
Sean Daugherty,"6' 0""",175 lbs.,,,"Dec 04, 1975"
Sean Gannon,"6' 3""",265 lbs.,,Southpaw,
Sean Holden,"5' 10""",170 lbs.,,,"Sep 17, 1984"
Sean Lally,"6' 0""",170 lbs.,"74""",Orthodox,"Nov 04, 1990"
Sean Loeffler,"6' 3""",185 lbs.,,Orthodox,"May 23, 1982"
Sean McCorkle,"6' 7""",265 lbs.,"81""",Orthodox,"Jul 17, 1976"
Sean O'Connell,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 02, 1983"
Sean O'Haire,"6' 5""",270 lbs.,,Orthodox,"Feb 25, 1971"
Sean O'Malley,"5' 11""",135 lbs.,"72""",Switch,"Oct 24, 1994"
Sean Pierson,"6' 0""",170 lbs.,"76""",Southpaw,"Mar 10, 1976"
Sean Salmon,"5' 10""",185 lbs.,,Southpaw,"Sep 11, 1977"
Sean Santella,"5' 5""",125 lbs.,,,"Oct 25, 1984"
Sean Sherk,"5' 6""",155 lbs.,"67""",Orthodox,"Aug 05, 1973"
Sean Soriano,"5' 9""",145 lbs.,"70""",Orthodox,"Oct 06, 1989"
Sean Spencer,"5' 10""",170 lbs.,"75""",,"Jun 25, 1987"
Sean Strickland,"6' 1""",170 lbs.,"76""",Orthodox,"Feb 27, 1991"
Sean Wilson,"5' 8""",145 lbs.,,,"Oct 20, 1982"
Seichi Ikemoto,"5' 11""",168 lbs.,,Orthodox,"Aug 24, 1975"
Semmy Schilt,"6' 10""",265 lbs.,,Orthodox,"Oct 27, 1973"
Seohee Ham,"5' 2""",115 lbs.,"62""",Southpaw,"Mar 08, 1987"
Sergei Kharitonov,"6' 0""",245 lbs.,,Orthodox,"Aug 18, 1980"
Sergei Pavlovich,"6' 3""",257 lbs.,"84""",Southpaw,"May 13, 1992"
Sergey Ignatov,"5' 9""",210 lbs.,,Orthodox,
Sergey Khandozhko,"6' 1""",170 lbs.,"74""",Orthodox,"May 19, 1992"
Serghei Spivac,"6' 3""",260 lbs.,"78""",Orthodox,"Jan 24, 1995"
Sergio Gomez,"5' 6""",155 lbs.,,Orthodox,"Apr 29, 1982"
Sergio Moraes,"6' 0""",170 lbs.,"72""",Orthodox,"Jul 23, 1982"
Sergio Pettis,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 18, 1993"
Seth Baczynski,"6' 3""",170 lbs.,"74""",Orthodox,"Oct 26, 1981"
Seth Dikun,"5' 10""",135 lbs.,"69""",Orthodox,"Aug 05, 1980"
Seth Kleinbeck,"6' 2""",185 lbs.,,,"Jul 25, 1973"
Seth Petruzelli,"6' 0""",205 lbs.,"76""",Orthodox,"Dec 03, 1979"
Seungwoo Choi,"6' 0""",145 lbs.,"74""",Orthodox,"Nov 03, 1992"
Shamar Bailey,"5' 9""",155 lbs.,"75""",,"Sep 22, 1982"
Shamil Abdurakhimov,"6' 3""",235 lbs.,"76""",Orthodox,"Sep 02, 1981"
Shana Dobson,"5' 6""",125 lbs.,"69""",,"Mar 30, 1989"
Shana Olsen,"5' 7""",145 lbs.,,,"Dec 17, 1980"
Shane Burgos,"5' 11""",145 lbs.,"75""",Orthodox,"Mar 19, 1991"
Shane Campbell,"6' 0""",155 lbs.,"71""",Orthodox,"Jan 21, 1987"
Shane Carwin,"6' 2""",265 lbs.,"80""",Orthodox,"Jan 04, 1975"
Shane Howell,"5' 8""",125 lbs.,"69""",Orthodox,"Nov 28, 1983"
