R_fighter;B_fighter;R_KD;B_KD;R_SIG_STR.;B_SIG_STR.;R_SIG_STR_pct;B_SIG_STR_pct;R_TOTAL_STR.;B_TOTAL_STR.;R_TD;B_TD;R_TD_pct;B_TD_pct;R_SUB_ATT;B_SUB_ATT;R_PASS;B_PASS;R_REV;B_REV;R_HEAD;B_HEAD;R_BODY;B_BODY;R_LEG;B_LEG;R_DISTANCE;B_DISTANCE;R_CLINCH;B_CLINCH;R_GROUND;B_GROUND;win_by;last_round;last_round_time;Format;Referee;date;location;Fight_type;Winner
Joe Riggs;Jason Von Flue;0;0;1 of 4;0 of 2;25%;0%;1 of 4;9 of 11;1 of 1;0 of 0;100%;0%;1;0;2;0;0;1;1 of 4;0 of 2;0 of 0;0 of 0;0 of 0;0 of 0;1 of 4;0 of 2;0 of 0;0 of 0;0 of 0;0 of 0;Submission;1;2:01;3 Rnd (5-5-5);Steve Mazzagatti;August 17, 2006;Las Vegas, Nevada, USA;Welterweight Bout;Joe Riggs
Jake O'Brien;Kristof Midoux;0;0;25 of 52;2 of 10;48%;20%;85 of 116;2 of 11;3 of 3;0 of 0;100%;0%;0;0;0;0;0;0;25 of 52;2 of 10;0 of 0;0 of 0;0 of 0;0 of 0;0 of 3;0 of 8;0 of 0;2 of 2;25 of 49;0 of 0;KO/TKO;2;0:52;3 Rnd (5-5-5);John McCarthy;August 17, 2006;Las Vegas, Nevada, USA;Heavyweight Bout;Jake O'Brien
Forrest Petz;Sammy Morgan;5;0;45 of 83;8 of 44;54%;18%;102 of 149;58 of 98;6 of 6;0 of 7;100%;0%;0;1;3;0;0;0;27 of 64;3 of 38;17 of 18;4 of 5;1 of 1;1 of 1;21 of 47;7 of 32;10 of 12;1 of 12;14 of 24;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;August 17, 2006;Las Vegas, Nevada, USA;Welterweight Bout;Forrest Petz
Anthony Torres;Pat Healy;0;0;11 of 23;13 of 26;47%;50%;35 of 48;20 of 33;0 of 0;0 of 1;0%;0%;1;0;1;0;0;0;10 of 22;8 of 21;1 of 1;3 of 3;0 of 0;2 of 2;5 of 14;9 of 21;3 of 6;4 of 5;3 of 3;0 of 0;Submission;1;2:37;3 Rnd (5-5-5);Steve Mazzagatti;August 17, 2006;Las Vegas, Nevada, USA;Welterweight Bout;Anthony Torres
Tim Sylvia;Andrei Arlovski;0;0;97 of 263;66 of 327;36%;20%;99 of 265;68 of 330;0 of 0;0 of 1;0%;0%;0;0;0;0;0;0;68 of 230;39 of 291;7 of 9;8 of 16;22 of 24;19 of 20;88 of 252;64 of 322;9 of 11;2 of 5;0 of 0;0 of 0;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);John McCarthy;July 08, 2006;Las Vegas, Nevada, USA;UFC Heavyweight Title Bout;Tim Sylvia
Joshua Burkman;Josh Neer;1;0;35 of 88;19 of 39;39%;48%;60 of 113;42 of 64;4 of 7;1 of 3;57%;33%;0;1;1;0;0;1;22 of 72;17 of 36;9 of 12;1 of 2;4 of 4;1 of 1;14 of 50;7 of 21;16 of 28;5 of 9;5 of 10;7 of 9;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Steve Mazzagatti;July 08, 2006;Las Vegas, Nevada, USA;Welterweight Bout;Joshua Burkman
Tito Ortiz;Ken Shamrock;0;0;11 of 11;0 of 3;100%;0%;22 of 23;3 of 6;1 of 3;0 of 0;33%;0%;0;0;0;0;0;0;10 of 10;0 of 3;1 of 1;0 of 0;0 of 0;0 of 0;0 of 0;0 of 3;3 of 3;0 of 0;8 of 8;0 of 0;KO/TKO;1;1:18;3 Rnd (5-5-5);Herb Dean;July 08, 2006;Las Vegas, Nevada, USA;Light Heavyweight Bout;Tito Ortiz
Frank Mir;Dan Christison;0;0;53 of 89;48 of 85;59%;56%;111 of 152;84 of 123;3 of 6;0 of 0;50%;0%;0;1;4;0;0;0;19 of 53;26 of 59;30 of 32;8 of 12;4 of 4;14 of 14;7 of 14;22 of 46;25 of 26;20 of 33;21 of 49;6 of 6;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Yves Lavigne;July 08, 2006;Las Vegas, Nevada, USA;Heavyweight Bout;Frank Mir
Joe Stevenson;Yves Edwards;0;1;28 of 57;18 of 52;49%;34%;76 of 109;29 of 63;3 of 6;0 of 0;50%;0%;1;2;1;0;0;0;27 of 55;13 of 46;0 of 1;4 of 5;1 of 1;1 of 1;3 of 16;15 of 45;1 of 2;1 of 1;24 of 39;2 of 6;TKO - Doctor's Stoppage;2;5:00;3 Rnd (5-5-5);John McCarthy;July 08, 2006;Las Vegas, Nevada, USA;Lightweight Bout;Joe Stevenson
Hermes Franca;Joe Jordan;0;0;46 of 113;20 of 78;40%;25%;71 of 138;31 of 89;3 of 9;0 of 0;33%;0%;1;0;2;0;0;0;33 of 99;6 of 62;8 of 8;0 of 1;5 of 6;14 of 15;38 of 100;12 of 67;7 of 11;6 of 7;1 of 2;2 of 4;Submission;3;0:47;3 Rnd (5-5-5);Yves Lavigne;July 08, 2006;Las Vegas, Nevada, USA;Catch Weight Bout;Hermes Franca
Jeff Monson;Anthony Perosh;1;0;18 of 26;8 of 17;69%;47%;25 of 33;10 of 19;0 of 2;0 of 0;0%;0%;0;0;0;0;1;0;14 of 22;3 of 12;2 of 2;3 of 3;2 of 2;2 of 2;1 of 4;4 of 12;9 of 13;4 of 5;8 of 9;0 of 0;KO/TKO;1;2:42;3 Rnd (5-5-5);Herb Dean;July 08, 2006;Las Vegas, Nevada, USA;Heavyweight Bout;Jeff Monson
Cheick Kongo;Gilbert Aldana;0;0;24 of 28;6 of 8;85%;75%;33 of 37;20 of 23;1 of 1;2 of 3;100%;66%;0;0;0;2;0;0;15 of 19;5 of 7;7 of 7;1 of 1;2 of 2;0 of 0;1 of 2;0 of 0;20 of 22;0 of 0;3 of 4;6 of 8;TKO - Doctor's Stoppage;1;4:13;3 Rnd (5-5-5);Yves Lavigne;July 08, 2006;Las Vegas, Nevada, USA;Heavyweight Bout;Cheick Kongo
Drew Fickett;Kurt Pellegrino;0;0;18 of 35;25 of 47;51%;53%;70 of 92;84 of 114;1 of 1;5 of 9;100%;55%;2;0;1;3;1;0;11 of 28;13 of 33;4 of 4;10 of 11;3 of 3;2 of 3;9 of 23;5 of 19;3 of 4;7 of 11;6 of 8;13 of 17;Submission;3;1:20;3 Rnd (5-5-5);Steve Mazzagatti;July 08, 2006;Las Vegas, Nevada, USA;Welterweight Bout;Drew Fickett
Jonathan Goulet;Luke Cummo;0;2;18 of 34;13 of 21;52%;61%;65 of 87;30 of 40;6 of 9;0 of 0;66%;0%;0;3;11;3;1;0;14 of 28;9 of 17;3 of 4;3 of 3;1 of 2;1 of 1;2 of 5;6 of 9;0 of 0;4 of 6;16 of 29;3 of 6;Decision - Majority;3;5:00;3 Rnd (5-5-5);Herb Dean;June 28, 2006;Las Vegas, Nevada, USA;Welterweight Bout;Jonathan Goulet
Anderson Silva;Chris Leben;2;0;17 of 20;1 of 8;85%;12%;17 of 20;1 of 8;0 of 0;0 of 0;0%;0%;0;0;0;0;0;0;17 of 20;1 of 8;0 of 0;0 of 0;0 of 0;0 of 0;13 of 14;1 of 8;1 of 1;0 of 0;3 of 5;0 of 0;KO/TKO;1;0:49;3 Rnd (5-5-5);John McCarthy;June 28, 2006;Las Vegas, Nevada, USA;Middleweight Bout;Anderson Silva
Rashad Evans;Stephan Bonnar;0;0;17 of 37;12 of 36;45%;33%;48 of 68;52 of 78;7 of 12;0 of 0;58%;0%;0;2;2;0;0;0;12 of 32;7 of 28;5 of 5;4 of 6;0 of 0;1 of 2;3 of 12;7 of 30;1 of 1;3 of 4;13 of 24;2 of 2;Decision - Majority;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;June 28, 2006;Las Vegas, Nevada, USA;Light Heavyweight Bout;Rashad Evans
Mark Hominick;Jorge Gurgel;0;0;43 of 158;36 of 211;27%;17%;43 of 158;36 of 211;0 of 0;0 of 5;0%;0%;0;0;0;0;0;0;26 of 135;14 of 178;14 of 19;1 of 5;3 of 4;21 of 28;43 of 158;36 of 211;0 of 0;0 of 0;0 of 0;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Steve Mazzagatti;June 28, 2006;Las Vegas, Nevada, USA;Lightweight Bout;Mark Hominick
Josh Koscheck;Dave Menne;0;0;45 of 68;13 of 34;66%;38%;95 of 127;21 of 42;4 of 7;1 of 1;57%;100%;1;5;8;0;1;1;29 of 50;4 of 20;16 of 18;1 of 2;0 of 0;8 of 12;6 of 18;10 of 29;0 of 1;2 of 3;39 of 49;1 of 2;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;June 28, 2006;Las Vegas, Nevada, USA;Welterweight Bout;Josh Koscheck
Jason Lambert;Branden Lee Hinkle;0;0;44 of 59;4 of 6;74%;66%;80 of 99;5 of 7;0 of 0;3 of 5;0%;60%;1;0;2;0;0;0;31 of 45;0 of 1;9 of 10;3 of 4;4 of 4;1 of 1;0 of 0;0 of 0;8 of 9;4 of 6;36 of 50;0 of 0;KO/TKO;1;5:00;3 Rnd (5-5-5);Herb Dean;June 28, 2006;Las Vegas, Nevada, USA;Light Heavyweight Bout;Jason Lambert
Jon Fitch;Thiago Alves;1;0;51 of 72;1 of 1;70%;100%;104 of 129;2 of 2;3 of 4;1 of 1;75%;100%;2;3;5;0;0;0;43 of 63;0 of 0;6 of 6;0 of 0;2 of 3;1 of 1;1 of 3;1 of 1;7 of 7;0 of 0;43 of 62;0 of 0;KO/TKO;2;4:37;3 Rnd (5-5-5);Mario Yamasaki;June 28, 2006;Las Vegas, Nevada, USA;Welterweight Bout;Jon Fitch
Rob MacDonald;Kristian Rothaermel;0;0;10 of 17;3 of 6;58%;50%;14 of 23;16 of 19;4 of 4;0 of 3;100%;0%;3;0;3;0;0;0;9 of 16;1 of 3;0 of 0;0 of 1;1 of 1;2 of 2;1 of 4;2 of 4;0 of 0;1 of 2;9 of 13;0 of 0;Submission;1;4:01;3 Rnd (5-5-5);Steve Mazzagatti;June 28, 2006;Las Vegas, Nevada, USA;Light Heavyweight Bout;Rob MacDonald
Jorge Santiago;Justin Levens;1;0;9 of 15;0 of 6;60%;0%;14 of 20;1 of 7;1 of 1;0 of 1;100%;0%;0;0;1;0;0;0;8 of 14;0 of 5;1 of 1;0 of 1;0 of 0;0 of 0;1 of 2;0 of 4;3 of 3;0 of 2;5 of 10;0 of 0;KO/TKO;1;2:13;3 Rnd (5-5-5);Mario Yamasaki;June 28, 2006;Las Vegas, Nevada, USA;Middleweight Bout;Jorge Santiago
Kenny Florian;Sam Stout;0;0;5 of 8;0 of 4;62%;0%;19 of 22;0 of 4;1 of 2;0 of 0;50%;0%;1;0;3;0;0;0;5 of 8;0 of 4;0 of 0;0 of 0;0 of 0;0 of 0;0 of 0;0 of 4;0 of 0;0 of 0;5 of 8;0 of 0;Submission;1;1:46;3 Rnd (5-5-5);John McCarthy;June 24, 2006;Las Vegas, Nevada, USA;Lightweight Bout;Kenny Florian
Michael Bisping;Josh Haynes;2;0;41 of 61;8 of 22;67%;36%;52 of 72;16 of 30;4 of 5;0 of 1;80%;0%;4;0;8;0;0;1;25 of 43;5 of 19;13 of 14;3 of 3;3 of 4;0 of 0;9 of 17;3 of 12;19 of 26;5 of 8;13 of 18;0 of 2;KO/TKO;2;4:14;3 Rnd (5-5-5);John McCarthy;June 24, 2006;Las Vegas, Nevada, USA;Ultimate Fighter 3 Light Heavyweight Tournament Title Bout;Michael Bisping
Kendall Grove;Ed Herman;0;0;25 of 39;33 of 57;64%;57%;46 of 61;68 of 94;0 of 0;5 of 10;0%;50%;6;2;2;4;2;1;12 of 25;20 of 42;10 of 10;13 of 15;3 of 4;0 of 0;5 of 12;3 of 13;11 of 14;2 of 3;9 of 13;28 of 41;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Steve Mazzagatti;June 24, 2006;Las Vegas, Nevada, USA;Ultimate Fighter 3 Middleweight Tournament Title Bout;Kendall Grove
Keith Jardine;Wilson Gouveia;0;0;67 of 205;48 of 115;32%;41%;71 of 210;51 of 118;1 of 1;1 of 2;100%;50%;0;0;0;1;0;0;41 of 175;21 of 85;4 of 5;1 of 1;22 of 25;26 of 29;61 of 186;46 of 110;1 of 6;0 of 3;5 of 13;2 of 2;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;June 24, 2006;Las Vegas, Nevada, USA;Light Heavyweight Bout;Keith Jardine
Rory Singer;Ross Pointon;0;1;2 of 4;4 of 20;50%;20%;2 of 4;7 of 23;0 of 0;0 of 0;0%;0%;1;0;0;0;0;0;1 of 3;4 of 19;1 of 1;0 of 0;0 of 0;0 of 1;2 of 4;4 of 18;0 of 0;0 of 0;0 of 0;0 of 2;Submission;1;0:44;3 Rnd (5-5-5);Yves Lavigne;June 24, 2006;Las Vegas, Nevada, USA;Middleweight Bout;Rory Singer
Kalib Starnes;Danny Abbadi;0;0;21 of 29;3 of 9;72%;33%;25 of 33;6 of 12;1 of 2;0 of 0;50%;0%;1;0;3;0;0;0;10 of 17;2 of 8;11 of 12;1 of 1;0 of 0;0 of 0;2 of 5;1 of 5;5 of 5;2 of 4;14 of 19;0 of 0;Submission;1;2:56;3 Rnd (5-5-5);Mario Yamasaki;June 24, 2006;Las Vegas, Nevada, USA;Middleweight Bout;Kalib Starnes
Luigi Fioravanti;Solomon Hutcherson;1;0;11 of 31;11 of 28;35%;39%;19 of 41;25 of 44;1 of 1;1 of 1;100%;100%;0;0;1;1;1;1;7 of 22;5 of 18;3 of 7;5 of 9;1 of 2;1 of 1;4 of 12;5 of 17;5 of 17;6 of 11;2 of 2;0 of 0;KO/TKO;1;4:15;3 Rnd (5-5-5);Steve Mazzagatti;June 24, 2006;Las Vegas, Nevada, USA;Middleweight Bout;Luigi Fioravanti
Matt Hamill;Jesse Forbes;0;0;33 of 48;9 of 21;68%;42%;93 of 117;16 of 28;1 of 1;0 of 0;100%;0%;0;0;0;0;0;0;30 of 45;4 of 15;1 of 1;3 of 4;2 of 2;2 of 2;9 of 18;8 of 19;16 of 19;1 of 2;8 of 11;0 of 0;KO/TKO;1;4:47;3 Rnd (5-5-5);Yves Lavigne;June 24, 2006;Las Vegas, Nevada, USA;Light Heavyweight Bout;Matt Hamill
Mike Nickels;Wes Combs;0;0;22 of 37;4 of 12;59%;33%;41 of 56;17 of 32;3 of 3;0 of 0;100%;0%;1;0;1;0;0;0;12 of 23;3 of 9;10 of 14;0 of 2;0 of 0;1 of 1;1 of 4;2 of 7;8 of 14;2 of 5;13 of 19;0 of 0;Submission;1;3:10;3 Rnd (5-5-5);Mario Yamasaki;June 24, 2006;Las Vegas, Nevada, USA;Light Heavyweight Bout;Mike Nickels
Matt Hughes;Royce Gracie;0;0;32 of 40;7 of 11;80%;63%;33 of 41;14 of 18;1 of 1;0 of 0;100%;0%;1;0;4;0;0;0;22 of 29;0 of 3;8 of 9;2 of 2;2 of 2;5 of 6;3 of 4;5 of 8;1 of 1;2 of 3;28 of 35;0 of 0;KO/TKO;1;4:39;3 Rnd (5-5-5);John McCarthy;May 27, 2006;Los Angeles, California, USA;Catch Weight Bout;Matt Hughes
Dean Lister;Alessio Sakara;0;0;1 of 2;1 of 3;50%;33%;6 of 8;4 of 6;0 of 1;0 of 0;0%;0%;2;0;0;0;0;0;1 of 2;1 of 3;0 of 0;0 of 0;0 of 0;0 of 0;1 of 2;1 of 3;0 of 0;0 of 0;0 of 0;0 of 0;Submission;1;2:20;3 Rnd (5-5-5);Herb Dean;May 27, 2006;Los Angeles, California, USA;Light Heavyweight Bout;Dean Lister
Diego Sanchez;John Alessio;0;0;9 of 67;17 of 57;13%;29%;25 of 87;23 of 63;1 of 16;0 of 0;6%;0%;0;1;1;0;0;0;8 of 62;15 of 54;1 of 5;0 of 1;0 of 0;2 of 2;7 of 64;16 of 55;2 of 3;1 of 2;0 of 0;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Steve Mazzagatti;May 27, 2006;Los Angeles, California, USA;Welterweight Bout;Diego Sanchez
Brandon Vera;Assuerio Silva;0;0;8 of 29;9 of 17;27%;52%;8 of 29;11 of 19;0 of 0;1 of 1;0%;100%;1;0;0;0;0;0;3 of 19;1 of 9;2 of 6;5 of 5;3 of 4;3 of 3;8 of 29;6 of 14;0 of 0;1 of 1;0 of 0;2 of 2;Submission;1;2:39;3 Rnd (5-5-5);John McCarthy;May 27, 2006;Los Angeles, California, USA;Heavyweight Bout;Brandon Vera
Mike Swick;Joe Riggs;0;0;5 of 12;1 of 4;41%;25%;6 of 13;2 of 5;0 of 0;0 of 2;0%;0%;1;0;0;0;0;0;1 of 7;0 of 3;2 of 2;0 of 0;2 of 3;1 of 1;2 of 9;0 of 3;3 of 3;1 of 1;0 of 0;0 of 0;Submission;1;2:19;3 Rnd (5-5-5);Mario Yamasaki;May 27, 2006;Los Angeles, California, USA;Middleweight Bout;Mike Swick
Jeremy Horn;Chael Sonnen;0;0;3 of 5;6 of 18;60%;33%;5 of 7;34 of 52;0 of 0;3 of 3;0%;100%;4;0;0;0;0;0;3 of 5;5 of 17;0 of 0;1 of 1;0 of 0;0 of 0;1 of 3;1 of 2;0 of 0;0 of 0;2 of 2;5 of 16;Submission;2;1:17;3 Rnd (5-5-5);Herb Dean;May 27, 2006;Los Angeles, California, USA;Middleweight Bout;Jeremy Horn
Spencer Fisher;Matt Wiman;1;0;27 of 39;10 of 19;69%;52%;44 of 58;29 of 42;0 of 0;1 of 4;0%;25%;0;4;2;2;0;0;10 of 20;7 of 14;12 of 13;2 of 4;5 of 6;1 of 1;6 of 9;1 of 8;14 of 19;4 of 5;7 of 11;5 of 6;KO/TKO;2;1:43;3 Rnd (5-5-5);John McCarthy;May 27, 2006;Los Angeles, California, USA;Lightweight Bout;Spencer Fisher
Gabriel Gonzaga;Fabiano Scherner;1;0;16 of 30;8 of 25;53%;32%;34 of 50;24 of 41;3 of 4;0 of 1;75%;0%;0;0;1;1;0;1;11 of 25;6 of 20;3 of 3;2 of 5;2 of 2;0 of 0;8 of 19;5 of 14;4 of 4;3 of 10;4 of 7;0 of 1;KO/TKO;2;0:24;3 Rnd (5-5-5);Steve Mazzagatti;May 27, 2006;Los Angeles, California, USA;Heavyweight Bout;Gabriel Gonzaga
Melvin Guillard;Rick Davis;1;0;10 of 28;5 of 10;35%;50%;10 of 28;5 of 10;0 of 0;0 of 0;0%;0%;0;0;0;0;0;0;7 of 24;2 of 3;2 of 2;2 of 5;1 of 2;1 of 2;6 of 20;5 of 10;4 of 8;0 of 0;0 of 0;0 of 0;KO/TKO;1;1:37;3 Rnd (5-5-5);Mario Yamasaki;May 27, 2006;Los Angeles, California, USA;Lightweight Bout;Melvin Guillard
Tim Sylvia;Andrei Arlovski;1;1;13 of 30;11 of 24;43%;45%;13 of 30;12 of 26;0 of 0;0 of 0;0%;0%;0;0;0;0;0;0;13 of 30;7 of 18;0 of 0;3 of 5;0 of 0;1 of 1;7 of 24;9 of 20;0 of 0;2 of 4;6 of 6;0 of 0;KO/TKO;1;2:43;5 Rnd (5-5-5-5-5);Herb Dean;April 15, 2006;Anaheim, California, USA;UFC Heavyweight Title Bout;Tim Sylvia
Sean Sherk;Nick Diaz;0;0;39 of 155;57 of 136;25%;41%;80 of 198;131 of 210;2 of 19;1 of 1;10%;100%;0;3;0;0;1;1;30 of 146;47 of 125;5 of 5;9 of 10;4 of 4;1 of 1;17 of 90;45 of 116;22 of 65;11 of 18;0 of 0;1 of 2;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Marco Lopez;April 15, 2006;Anaheim, California, USA;Welterweight Bout;Sean Sherk
Tito Ortiz;Forrest Griffin;0;0;61 of 125;58 of 170;48%;34%;94 of 163;81 of 200;3 of 12;0 of 0;25%;0%;0;0;2;0;0;0;57 of 121;52 of 158;2 of 2;2 of 3;2 of 2;4 of 9;35 of 77;58 of 170;0 of 0;0 of 0;26 of 48;0 of 0;Decision - Split;3;5:00;3 Rnd (5-5-5);John McCarthy;April 15, 2006;Anaheim, California, USA;Light Heavyweight Bout;Tito Ortiz
Evan Tanner;Justin Levens;0;0;10 of 17;2 of 4;58%;50%;16 of 24;6 of 8;1 of 2;0 of 0;50%;0%;2;1;1;0;0;0;6 of 11;0 of 1;2 of 3;1 of 2;2 of 3;1 of 1;1 of 1;1 of 2;3 of 7;1 of 2;6 of 9;0 of 0;Submission;1;3:14;3 Rnd (5-5-5);Herb Dean;April 15, 2006;Anaheim, California, USA;Middleweight Bout;Evan Tanner
Jeff Monson;Marcio Cruz;0;0;32 of 110;40 of 106;29%;37%;154 of 240;51 of 118;2 of 2;0 of 5;100%;0%;0;0;1;0;0;0;16 of 93;14 of 79;11 of 12;5 of 5;5 of 5;21 of 22;16 of 89;34 of 98;10 of 11;6 of 8;6 of 10;0 of 0;Decision - Split;3;5:00;3 Rnd (5-5-5);John McCarthy;April 15, 2006;Anaheim, California, USA;Heavyweight Bout;Jeff Monson
Karo Parisyan;Nick Thompson;0;0;18 of 30;2 of 7;60%;28%;23 of 41;4 of 9;2 of 3;1 of 1;66%;100%;0;0;7;0;0;0;16 of 28;1 of 6;2 of 2;0 of 0;0 of 0;1 of 1;1 of 2;1 of 2;0 of 0;1 of 3;17 of 28;0 of 2;KO/TKO;1;4:44;3 Rnd (5-5-5);Mario Yamasaki;April 15, 2006;Anaheim, California, USA;Welterweight Bout;Karo Parisyan
David Terrell;Scott Smith;0;0;10 of 14;3 of 6;71%;50%;21 of 25;4 of 7;1 of 4;0 of 0;25%;0%;2;0;1;0;0;0;6 of 9;1 of 3;1 of 1;1 of 1;3 of 4;1 of 2;1 of 3;2 of 3;4 of 4;0 of 0;5 of 7;1 of 3;Submission;1;3:08;3 Rnd (5-5-5);Marco Lopez;April 15, 2006;Anaheim, California, USA;Middleweight Bout;David Terrell
Jason Lambert;Terry Martin;0;0;31 of 39;15 of 26;79%;57%;66 of 75;29 of 41;0 of 2;1 of 4;0%;25%;0;0;1;1;0;0;16 of 24;6 of 17;9 of 9;1 of 1;6 of 6;8 of 8;0 of 6;2 of 7;17 of 18;9 of 14;14 of 15;4 of 5;KO/TKO;2;2:37;3 Rnd (5-5-5);John McCarthy;April 15, 2006;Anaheim, California, USA;Light Heavyweight Bout;Jason Lambert
Thiago Alves;Derrick Noble;1;0;11 of 27;18 of 45;40%;40%;19 of 36;26 of 53;0 of 0;0 of 0;0%;0%;0;0;0;0;0;0;5 of 17;10 of 34;4 of 5;4 of 6;2 of 5;4 of 5;5 of 19;7 of 27;4 of 6;11 of 18;2 of 2;0 of 0;KO/TKO;1;2:54;3 Rnd (5-5-5);Mario Yamasaki;April 15, 2006;Anaheim, California, USA;Welterweight Bout;Thiago Alves
Stephan Bonnar;Keith Jardine;1;0;33 of 93;64 of 118;35%;54%;52 of 113;90 of 146;1 of 6;0 of 1;16%;0%;1;0;1;0;0;0;20 of 77;34 of 81;10 of 10;15 of 17;3 of 6;15 of 20;24 of 84;46 of 99;9 of 9;18 of 19;0 of 0;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;April 06, 2006;Las Vegas, Nevada, USA;Light Heavyweight Bout;Stephan Bonnar
Rashad Evans;Sam Hoger;0;0;23 of 72;18 of 72;31%;25%;46 of 95;59 of 113;9 of 11;0 of 1;81%;0%;0;2;0;0;0;0;19 of 67;8 of 54;4 of 5;9 of 17;0 of 0;1 of 1;17 of 58;14 of 65;5 of 10;4 of 7;1 of 4;0 of 0;Decision - Split;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;April 06, 2006;Las Vegas, Nevada, USA;Light Heavyweight Bout;Rashad Evans
Josh Neer;Joe Stevenson;1;0;46 of 126;31 of 56;36%;55%;68 of 150;80 of 117;0 of 0;2 of 2;0%;100%;0;3;1;2;0;0;46 of 126;17 of 37;0 of 0;5 of 10;0 of 0;9 of 9;12 of 57;19 of 34;1 of 3;4 of 6;33 of 66;8 of 16;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;April 06, 2006;Las Vegas, Nevada, USA;Welterweight Bout;Josh Neer
Chris Leben;Luigi Fioravanti;0;0;36 of 90;20 of 39;40%;51%;200 of 259;41 of 60;5 of 7;0 of 5;71%;0%;0;0;6;0;0;0;26 of 68;9 of 27;8 of 18;3 of 4;2 of 4;8 of 8;4 of 17;5 of 11;20 of 51;15 of 28;12 of 22;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;April 06, 2006;Las Vegas, Nevada, USA;Middleweight Bout;Chris Leben
Luke Cummo;Jason Von Flue;0;0;43 of 108;17 of 57;39%;29%;97 of 165;29 of 69;3 of 4;2 of 9;75%;22%;3;1;2;2;0;0;18 of 73;9 of 46;13 of 23;5 of 8;12 of 12;3 of 3;22 of 69;10 of 43;13 of 25;7 of 12;8 of 14;0 of 2;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;April 06, 2006;Las Vegas, Nevada, USA;Welterweight Bout;Luke Cummo
Jon Fitch;Joshua Burkman;1;0;25 of 50;20 of 35;50%;57%;122 of 149;20 of 35;3 of 4;1 of 3;75%;33%;1;1;3;0;0;0;18 of 41;3 of 17;4 of 6;0 of 0;3 of 3;17 of 18;7 of 14;4 of 16;9 of 18;16 of 19;9 of 18;0 of 0;Submission;2;4:57;3 Rnd (5-5-5);Steve Mazzagatti;April 06, 2006;Las Vegas, Nevada, USA;Welterweight Bout;Jon Fitch
Dan Christison;Brad Imes;0;0;73 of 148;58 of 157;49%;36%;91 of 167;80 of 183;0 of 0;2 of 2;0%;100%;1;0;1;0;1;1;39 of 110;48 of 143;10 of 12;8 of 12;24 of 26;2 of 2;56 of 117;31 of 97;16 of 28;16 of 36;1 of 3;11 of 24;Submission;3;3:37;3 Rnd (5-5-5);John McCarthy;April 06, 2006;Las Vegas, Nevada, USA;Heavyweight Bout;Dan Christison
Josh Koscheck;Ansar Chalangov;0;0;2 of 11;2 of 4;18%;50%;6 of 15;2 of 4;2 of 2;0 of 0;100%;0%;1;1;7;0;0;0;2 of 9;2 of 4;0 of 0;0 of 0;0 of 2;0 of 0;0 of 8;2 of 4;0 of 0;0 of 0;2 of 3;0 of 0;Submission;1;3:29;3 Rnd (5-5-5);Herb Dean;April 06, 2006;Las Vegas, Nevada, USA;Welterweight Bout;Josh Koscheck
Chael Sonnen;Trevor Prangley;0;0;25 of 59;7 of 22;42%;31%;109 of 174;29 of 45;7 of 17;0 of 2;41%;0%;0;2;3;1;0;0;17 of 47;5 of 20;6 of 10;2 of 2;2 of 2;0 of 0;3 of 11;5 of 17;5 of 9;1 of 2;17 of 39;1 of 3;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Steve Mazzagatti;April 06, 2006;Las Vegas, Nevada, USA;Middleweight Bout;Chael Sonnen
Rich Franklin;David Loiseau;2;1;127 of 244;21 of 72;52%;29%;211 of 339;26 of 78;5 of 6;1 of 1;83%;100%;0;0;8;0;1;0;82 of 190;11 of 57;42 of 51;10 of 15;3 of 3;0 of 0;74 of 172;17 of 63;32 of 46;4 of 9;21 of 26;0 of 0;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);John McCarthy;March 04, 2006;Las Vegas, Nevada, USA;UFC Middleweight Title Bout;Rich Franklin
